,Unnamed: 0,brand,model,prod_class,url,Analog_surround_sound_out,Battery_capacity,Blu_ray_or_DVD,Blu_ray_reader,Built_in_microphone,Built_in_webcam,Depth,Digital_video_out,Display_size,DisplayPort_video_out,DVI_video_out,Energy_Star,EPEAT_level,Facial_recognition,Fingerprint_reader,Free_memory_slot,Gigabit_Ethernet,Hand_gesture_control,HDMI_output,HDMI_video_in,HDMI_video_out,Height,LCD_resolution,Memory,Memory_card_reader,MS_Memory_Stick_reader,Multitouch_touchpad,Number_of_free_USB_ports,Number_of_speakers,Number_of_USB_ports,Operating_system_as_tested_,Optical_digital_audio_out,Optical_drive,Processor,SD/MMC_reader,Storage,Suitable_for_gaming,Tech_support_length,Thunderbolt_port,Touchpad,USB_sleep_and_charge,VGA_video_out,Video_adapter,Video_memory,Voice_command,Warranty_length,Width,WiFi,WiFi_type,Wireless_keyboard,Wireless_mouse,xD_reader,Has_Facial_recognition,Has_FingerPrintReader
104,105,Dell,Inspiron I7378-0028GRY computer,laptop,https://www.consumerreports.org/products/laptop/dell-inspiron-i7378-0028gry-388097/specs,,42.0,None,,,,8.8,Yes,13.3,,No,Yes,Silver,Windows Hello,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,256,,12,0,,Yes,No,Intel HD Graphics 620,,,12,12.7,,802.11ac,,,,1,0
105,106,Dell,Inspiron i7567-5000BLK computer,laptop,https://www.consumerreports.org/products/laptop/dell-inspiron-i7567-5000blk-388640/specs,,74.0,None,,,,10.8,Yes,15.6,,No,Yes,Silver,No,No,,1,No,Yes,,,1.1,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-7300HQ 2.5GHz,,1000,,12,0,,Yes,No,Nvidia GeForce GTX1050/Intel HD Graphics 630,4096.0,,12,15.1,,802.11ac,,,,0,0
106,107,Dell,Inspiron I7579-0028GRY computer,laptop,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs,,42.0,None,,,,9.9,Yes,15.6,,No,Yes,Silver,Windows Hello,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,256,,12,0,,Yes,No,Intel HD Graphics 620,,,12,14.9,,802.11ac,,,,1,0
107,108,Dell,XPS 12 2in1 computer,laptop,https://www.consumerreports.org/products/laptop/dell-xps-12-2in1-385666/specs,,29.0,None,,,,7.8,Yes,12.5,,No,Yes,Gold,No,No,,1,No,Yes,,,1.0,1920 x 1080,8,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core m5-6Y54 1.1GHz,,128,,12,1,,Yes,Yes,Intel HD Graphics 515,,,12,11.4,,802.11ac,,,,0,0
108,109,Dell,XPS 13 Convertible computer,laptop,https://www.consumerreports.org/products/laptop/dell-xps-13-convertible-388659/specs,,46.0,None,,,,7.8,Yes,13.3,,No,Yes,Gold,No,Yes,,0,No,No,,,0.7,1920 x 1080,16,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core i7-7Y75 1.3GHz,,256,,12,1,,Yes,No,Intel HD Graphics 615,,,12,12.0,,802.11ac,,,,0,1
109,110,Dell,XPS 15 Non-Touch computer,laptop,https://www.consumerreports.org/products/laptop/dell-xps-15-non-touch-384997/specs,,56.0,None,,,,9.3,Yes,15.6,,No,Yes,Gold,No,No,,0,No,Yes,,,0.9,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6300HQ 2.3GHz,,1000,,12,1,,Yes,No,Nvidia GeForce GTX 960M/Intel HD Graphics 530,2048.0,,12,14.1,,802.11ac,,,,0,0
110,111,Dell,XPS 15 Touch 6th-Gen computer,laptop,https://www.consumerreports.org/products/laptop/dell-xps-15-touch-6th-gen-384998/specs,,84.0,None,,,,9.3,Yes,15.6,,No,Yes,Gold,No,No,,0,No,Yes,,,0.9,3840 x 2160,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6300HQ 2.3GHz,,256,,12,1,,Yes,No,Nvidia GeForce GTX 960M/Intel HD Graphics 530,2048.0,,12,14.1,,802.11ac,,,,0,0
111,112,Dell,"XPS 27"" computer",desktop-computer,https://www.consumerreports.org/products/desktop-computer/dell-xps-27-385664/specs,No,,,No,Yes,Yes,9.9,Yes,27.0,No,No,Yes,Gold,,,No,1,,,Yes,Yes,19.3,2560 x 1440,8,Yes,Yes,,6.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-4460S,Yes,1000,No,12,0,No,,No,Intel HD Graphics 4600,0.0,Cortana,12,26.1,Yes,,Yes,Yes,Yes,0,0
112,113,Dell,XPS 8910-4020SLV computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/dell-xps-8910-4020slv-388099/specs,Yes,,,No,,,14.0,Yes,,Yes,Yes,Yes,Silver,,,Yes,1,,,No,Yes,15.3,,16,Yes,No,,9.0,0.0,,Windows 10 Home,No,DVD burner,Core i7-6700,Yes,1000,Yes,12,0,No,,No,Nvidia GeForce GTX 750Ti/Intel HD Graphics 530,2048.0,Cortana,12,7.1,Yes,,No,No,No,0,0
113,114,Dell,XPS 8920-7529SLV computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/dell-xps-8920-7529slv-389332/specs,Yes,,,No,No,,14.1,Yes,,Yes,Yes,Yes,Silver,,,Yes,1,,,No,Yes,15.3,,16,Yes,No,,9.0,0.0,,Windows 10 Home,No,DVD burner,Core i7-7700,Yes,1000,Yes,12,0,No,,No,AMD Radeon RX 560/Intel HD Graphics 630,2048.0,Cortana,12,7.1,Yes,,No,No,No,0,0
114,115,Dell,XPS Tower computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/dell-xps-tower-387884/specs,Yes,,,No,No,No,14.1,Yes,,Yes,Yes,Yes,Bronze,,,Yes,1,,,No,Yes,15.3,,8,Yes,No,,9.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-6400,Yes,1000,No,12,0,No,,Yes,NVIDIA GeForce 730/Intel HD Graphics 530,2048.0,Cortana,12,7.0,Yes,,No,No,No,0,0
115,116,Google,Chromebook Pixel 2015 computer,chromebooks,https://www.consumerreports.org/products/chromebooks/google-chromebook-pixel-2015-374109/specs,,,,,,Yes,8.9,,,,,Yes,,,,,0,,No,,,0.6,2560 x 1700,8,Yes,,Yes,,,4.0,Chrome OS 41.0.2272.102,,,Core i5-5200U,,32,,12,0,,,,Intel HD Graphics 5500,,,12,11.7,Yes,,,,,0,0
116,117,HP,15-ay013dx computer,laptop,https://www.consumerreports.org/products/laptop/hp-15-ay013dx-386445/specs,,31.0,D,,,,10.0,Yes,15.6,,No,Yes,Silver,No,No,,0,No,Yes,,,1.0,1366 x 768,6,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i5-6200U 2.3GHz,,1000,,12,0,,No,No,Intel HD Graphics 520,,,12,15.2,,802.11n,,,,0,0
117,118,HP,15-AY103DX computer,laptop,https://www.consumerreports.org/products/laptop/hp-15-ay103dx-388643/specs,,31.0,D,,,,10.1,Yes,15.6,,No,Yes,,No,No,,0,No,Yes,,,1.1,1366 x 768,8,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i5-7200U 2.5GHz,,1000,,12,0,,No,No,Intel HD Graphics 620,,,12,15.1,,802.11n,,,,0,0
118,119,HP,15-BA061DX computer,laptop,https://www.consumerreports.org/products/laptop/hp-15-ba061dx-389340/specs,,31.0,D,,,,10.1,Yes,15.6,,No,Yes,Gold,No,No,,0,No,Yes,,,1.0,1366 x 768,6,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,AMD A12-9700P 2.5GHz,,1000,,12,0,,No,No,AMD Radeon R7 Graphics,,,12,15.1,,802.11n,,,,0,0
119,120,HP,17-X116DX computer,laptop,https://www.consumerreports.org/products/laptop/hp-17-x116dx-388645/specs,,32.0,D,,,,11.0,Yes,17.3,,No,Yes,,No,No,,0,No,Yes,,,1.1,1600 x 900,8,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i5-7200U 2.5GHz,,1000,,12,0,,No,No,Intel HD Graphics 620,,,12,16.4,,802.11n,,,,0,0
120,121,HP,20-C020 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-20-c020-387269/specs,No,,,No,Yes,Yes,7.3,Yes,19.5,No,No,Yes,Gold,,,Yes,1,,,No,Yes,14.5,1600 x 900,4,Yes,No,,2.0,0.0,,Windows 10 Home,No,DVD burner,E2-7110,Yes,1000,No,12,0,No,,Yes,AMD Radeon R2 Series,0.0,Cortana,12,19.6,Yes,,No,No,No,0,0
121,122,HP,24-g227c computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-24-g227c-388965/specs,No,,,No,Yes,Yes,7.8,Yes,23.8,No,No,Yes,Gold,,,Yes,1,,,No,Yes,16.5,1920 x 1080,8,Yes,No,,3.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-7200U,Yes,1000,No,12,0,No,,No,Intel HD Graphics 620,0.0,Cortana,12,22.9,Yes,,Yes,Yes,No,0,0
122,123,HP,All-in-One 22-3110 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-all-in-one-22-3110-384301/specs,No,,,No,Yes,Yes,6.3,Yes,21.5,No,No,Yes,Silver,,,Yes,1,,,No,Yes,14.3,1920 x 1080,4,Yes,No,,3.0,0.0,,Windows 10 Home,No,DVD burner,E1-6015,Yes,1000,No,12,0,No,,No,AMD Radeon R2 Series,0.0,Cortana,12,21.4,Yes,,No,No,No,0,0
123,124,HP,Chromebook 11-2210nr computer,chromebooks,https://www.consumerreports.org/products/chromebooks/hp-chromebook-11-2210nr-385058/specs,,,,,,Yes,8.2,,,,,Yes,Silver,,,,0,,Yes,,,0.9,1366 x 768,2,Yes,,Yes,,,2.0,Chrome OS 47.0.2520.80,,,Celeron N2840,,16,,12,0,,,,Intel HD Graphics,,,12,11.8,Yes,,,,,0,0
124,125,HP,ChromeBook 11-V011DX computer,chromebooks,https://www.consumerreports.org/products/chromebooks/hp-chromebook-11-v011dx-388092/specs,,,,,,Yes,8.1,,,,,Yes,Gold,,,,0,,Yes,,,0.8,1366 x 768,4,Yes,,Yes,,,2.0,Chrome OS 54.0.2840.101,,,Celeron N3060,,16,,12,0,,,,Intel HD Graphics 400,,,12,11.3,Yes,,,,,0,0
125,126,HP,Chromebook 11-V012NR computer,chromebooks,https://www.consumerreports.org/products/chromebooks/hp-chromebook-11-v012nr-388947/specs,,,,,,Yes,8.1,,,,,Yes,Silver,,,,0,,Yes,,,0.8,1366 x 768,4,Yes,,Yes,,,2.0,Chrome OS 57.0.2987.146,,,Celeron N3060,,16,,12,0,,,,Intel HD Graphics 400,,,12,11.3,Yes,,,,,0,0
126,127,HP,Chromebook 13 computer,chromebooks,https://www.consumerreports.org/products/chromebooks/hp-chromebook-13-386279/specs,,,,,,Yes,8.6,,,,,Yes,Silver,,,,0,,No,,,0.6,3200 x 1800,4,Yes,,Yes,,,3.0,Chrome OS 50.0.2661.87,,,Pentium 4405Y,,32,,12,0,,,,Intel HD Graphics 515,,,12,12.6,Yes,,,,,0,0
127,128,HP,Chromebook 14-AK031NR computer,chromebooks,https://www.consumerreports.org/products/chromebooks/hp-chromebook-14-ak031nr-388946/specs,,,,,,Yes,9.4,,,,,Yes,Silver,,,,0,,Yes,,,0.8,1366 x 768,4,Yes,,Yes,,,3.0,Chrome OS 57.0.2987.146,,,Celeron N2840,,16,,12,0,,,,Intel HD Graphics,,,12,13.6,Yes,,,,,0,0
128,129,HP,ENVY 13-d010nr computer,laptop,https://www.consumerreports.org/products/laptop/hp-envy-13-d010nr-384991/specs,,45.0,None,,,,9.0,Yes,13.3,,No,Yes,Silver,No,Yes,,0,No,Yes,,,0.6,3200 x 1800,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,128,,12,0,,Yes,No,Intel HD Graphics 520,,,12,12.9,,802.11ac,,,,0,1
129,130,HP,ENVY 17t computer,laptop,https://www.consumerreports.org/products/laptop/hp-envy-17t-384316/specs,,41.0,D,,,,11.1,Yes,17.3,,No,Yes,Silver,No,Yes,,1,No,Yes,,,1.3,1920 x 1080,16,Yes,,,,,4.0,Windows 10 Home,,CD/DVD burner,Intel Core i7-5500U 2.4GHz,,1000,,12,0,,Yes,No,Nvidia GeForce 940M/Intel HD Graphics 5500,2048.0,,12,16.4,,802.11ac,,,,0,1
130,131,HP,ENVY 27-b014 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-envy-27-b014-388100/specs,No,,,No,Yes,Yes,7.4,Yes,27.0,No,Yes,Yes,Silver,,,No,1,,,Yes,Yes,17.9,2560 x 1440,16,Yes,No,,5.0,0.0,,Windows 10 Home,No,None,Core i7-6700T,Yes,2256,Yes,12,1,No,,No,Nvidia GeForce GTX 950M/Intel HD Graphics 530,4096.0,Cortana,12,24.3,Yes,,Yes,Yes,No,0,0
131,132,HP,Envy 27-b110 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-envy-27-b110-388776/specs,No,,,No,Yes,Yes,7.5,Yes,27.0,No,No,Yes,Silver,,,No,1,,,Yes,Yes,17.9,2560 x 1440,16,Yes,No,,5.0,0.0,,Windows 10 Home,No,None,Core i7-7700T,Yes,1128,Yes,12,1,No,,No,Nvidia GeForce GTX 950M/Intel HD Graphics 630,4096.0,Cortana,12,24.4,Yes,,Yes,Yes,No,0,0
132,133,HP,ENVY 27-p020qe computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-envy-recline-27-386663/specs,No,,,No,Yes,Yes,7.3,Yes,27.0,No,No,No,,,,No,1,,,Yes,Yes,18.2,3840 x 2160,8,Yes,No,,6.0,2.0,,Windows 10 Home,No,None,Core i5-6400T,Yes,1000,Yes,12,0,No,,No,AMD Radeon R9 A375/Intel HD Graphics 530,4096.0,No,12,29.9,Yes,,Yes,Yes,No,0,0
133,134,HP,ENVY 34-a010 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-envy-34-a010-385057/specs,No,,,No,Yes,Yes,7.1,Yes,34.0,No,No,Yes,Silver,,,No,1,,,Yes,Yes,18.5,3440 x 1440,12,Yes,No,,6.0,0.0,,Windows 10 Home,No,None,Core i5-6400T,Yes,1000,Yes,12,0,No,,No,Nvidia GeForce GTX 960A/Intel HD Graphics 530,2048.0,Cortana,12,36.6,Yes,,Yes,Yes,No,0,0
134,135,HP,ENVY 750-114 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-envy-750-114-384814/specs,No,,,No,,,16.0,Yes,,No,No,No,,,,No,1,,,No,Yes,15.8,,12,Yes,No,,7.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-6400,Yes,2000,No,12,0,No,,No,Intel HD Graphics 530,0.0,Cortana,12,6.5,Yes,,Yes,Yes,No,0,0
135,136,HP,Envy 750-467c computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-envy-750-467c-389574/specs,No,,,No,,,16.3,Yes,,No,Yes,No,,,,No,1,,,No,Yes,15.8,,16,Yes,Yes,,5.0,0.0,,Windows 10 Pro,No,DVD burner,Core i7-6700,Yes,1000,Yes,24,0,No,,No,Nvidia GeForce GTX 750 Ti,4096.0,Cortana,24,6.5,Yes,,No,No,No,0,0
136,137,HP,Envy 750-514 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-envy-750-514-389328/specs,No,,,No,,,16.3,Yes,,No,No,No,,,,No,1,,,No,Yes,15.8,,12,Yes,Yes,,6.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-7400,Yes,1128,No,12,0,No,,No,Intel HD Graphics 630,0.0,Cortana,12,6.5,Yes,,Yes,Yes,No,0,0
137,138,HP,Envy Laptop 15t computer,laptop,https://www.consumerreports.org/products/laptop/hp-envy-laptop-15t-387685/specs,,53.0,None,,,,10.1,Yes,15.6,,No,No,,No,No,,0,No,Yes,,,0.8,3840 x 2160,16,Yes,,,,,4.0,Windows 10 Pro,,None,Intel Core i7-6560U 2.2GHz,,512,,12,0,,Yes,No,Intel Iris Graphics 540,1024.0,,12,15.0,,802.11ac,,,,0,0
138,139,HP,ENVY M7-U109DX computer,laptop,https://www.consumerreports.org/products/laptop/hp-envy-m7-u109dx-388095/specs,,41.0,D,,,,11.2,Yes,17.3,,No,Yes,Silver,Windows Hello,No,,1,No,Yes,,,1.1,1920 x 1080,16,Yes,,,,,4.0,Windows 10 Home,,CD/DVD burner,Intel Core i7-7500U 2.7GHz,,1000,,12,0,,Yes,No,Nvidia GeForce 940MX/Intel HD Graphics 620,2048.0,,12,16.4,,802.11ac,,,,1,0
139,140,HP,ENVY x360 15t Touch 7th Gen computer,laptop,https://www.consumerreports.org/products/laptop/hp-envy-x360-15t-touch-7th-gen-387889/specs,,47.0,None,,,,9.8,Yes,15.6,,No,Yes,Silver,No,No,,1,No,Yes,,,1.0,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,1000,,12,0,,Yes,No,Intel HD Graphics 620,,,12,15.1,,802.11ac,,,,0,0
140,141,HP,Laptop 17.3 computer,laptop,https://www.consumerreports.org/products/laptop/hp-laptop-17-3-386464/specs,,31.0,D,,,,10.9,Yes,17.3,,No,Yes,Silver,No,No,,0,No,Yes,,,1.1,1600 x 900,4,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i5-6200U 2.3GHz,,1000,,12,0,,No,No,Intel HD Graphics 520,,,12,16.4,,802.11n,,,,0,0
141,142,HP,Pavilion 15 AMD computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-15-amd-386454/specs,,41.0,D,,,,9.7,Yes,15.6,,No,Yes,,No,No,,0,No,Yes,,,1.0,1366 x 768,8,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,AMD A9-9410 2.9GHz,,1000,,12,0,,No,No,AMD Radeon R5 Graphics,,,12,15.1,,802.11n,,,,0,0
142,143,HP,Pavilion 15 Gaming computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-15-gaming-386456/specs,,41.0,D,,,,9.8,Yes,15.6,,No,Yes,Silver,No,No,,0,No,Yes,,,0.9,1366 x 768,6,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i5-6200U 2.3GHz,,1000,,12,0,,No,No,Intel HD Graphics 520,,,12,15.1,,802.11n,,,,0,0
143,144,HP,Pavilion 15 i5 computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-15-i5-386455/specs,,62.0,None,,,,10.2,Yes,15.6,,No,Yes,Silver,No,No,,1,No,Yes,,,1.1,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6300HQ 2.3GHz,,1000,,12,0,,No,No,Nvidia GeForce GTX 950M/Intel HD Graphics 530,2048.0,,12,15.1,,802.11ac,,,,0,0
144,145,HP,Pavilion 15-ab220nr computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-15-ab220nr-384992/specs,,40.0,D,,,,10.4,Yes,15.6,,No,Yes,Silver,No,No,,0,No,Yes,,,1.1,1366 x 768,6,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i5-6200U 2.3GHz,,1000,,12,0,,No,No,Intel HD Graphics 520,,,12,15.2,,802.11n,,,,0,0
145,146,HP,Pavilion 15-bc020nr computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-15-bc020nr-387887/specs,,62.0,None,,,,10.2,Yes,15.6,,No,Yes,Gold,No,No,,1,No,Yes,,,1.2,1920 x 1080,12,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6300HQ 2.3GHz,,1000,,12,0,,No,No,Nvidia GeForce GTX 960M/Intel HD Graphics 530,4096.0,,12,15.1,,802.11ac,,,,0,0
146,147,HP,Pavilion 17 Gaming computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-17-gaming-386457/specs,,63.0,D,,,,11.3,Yes,17.3,,No,Yes,Silver,No,No,,1,No,Yes,,,1.3,1920 x 1080,12,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i5-6300HQ 2.3GHz,,1000,,12,0,,No,No,Nvidia GeForce 960M/Intel HD Graphics 530,2048.0,,12,16.4,,802.11ac,,,,0,0
147,148,HP,Pavilion 17-g148dx computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-17-g148dx-386109/specs,,43.0,D,,,,11.4,Yes,17.3,,No,Yes,Gold,No,No,,0,No,Yes,,,1.2,1600 x 900,4,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i3-5020U 2.2GHz,,1000,,12,0,,No,No,Intel HD Graphics 5500,,,12,16.5,,802.11n,,,,0,0
148,149,HP,Pavilion 24-b040qe computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-pavilion-24qe-387104/specs,No,,,No,Yes,Yes,7.5,Yes,23.8,No,No,Yes,Silver,,,No,1,,,No,Yes,17.6,1920 x 1080,12,Yes,No,,3.0,2.0,,Windows 10 Home,No,DVD burner,Core i5-6400T,Yes,1000,Yes,12,0,No,,No,Nvidia GeForce 930MX/Intel HD Graphics 530,2048.0,Cortana,12,22.9,Yes,,No,No,No,0,0
149,150,HP,Pavilion 24-b217c computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-pavilion-24-b217c-388966/specs,No,,,No,Yes,Yes,7.6,Yes,23.8,No,No,Yes,Silver,,,No,1,,,No,Yes,17.5,1920 x 1080,12,Yes,No,,3.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-7400T,Yes,1000,Yes,24,0,No,,No,Nvidia GeForce 930MX/Intel HD Graphics 630,2048.0,Cortana,24,22.9,Yes,,No,No,No,0,0
150,151,HP,Pavilion 24-b230 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-pavilion-24-b230-388775/specs,No,,,No,Yes,Yes,7.6,Yes,23.8,No,No,Yes,Silver,,,No,1,,,No,Yes,17.6,1920 x 1080,8,Yes,No,,4.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-7400T,Yes,1000,No,12,0,No,,No,Intel HD Graphics 630,0.0,Cortana,12,22.9,Yes,,Yes,Yes,No,0,0
151,152,HP,Pavilion 27-a230 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-pavilion-27-a230-388774/specs,No,,,No,Yes,Yes,8.0,Yes,27.0,No,No,Yes,Gold,,,No,1,,,No,Yes,19.6,1920 x 1080,12,Yes,No,,4.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-7400T,Yes,1000,No,12,0,No,,No,Intel HD Graphics 630,0.0,Cortana,12,25.8,Yes,,Yes,Yes,No,0,0
152,153,HP,Pavilion 27-n220 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-pavilion-27-n220-386120/specs,No,,,No,Yes,Yes,8.3,Yes,27.0,No,No,Yes,,,,Yes,1,,,No,Yes,19.6,1920 x 1080,8,Yes,No,,4.0,0.0,,Windows 10 Home,No,DVD burner,Core i3-6100T,Yes,1000,No,12,0,No,,No,Intel HD Graphics 530,0.0,Cortana,12,26.3,Yes,,No,No,No,0,0
153,154,HP,Pavilion 510xt computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-pavilion-510xt-387103/specs,No,,,No,,,12.4,Yes,,No,No,No,,,,No,1,,,No,Yes,12.8,,8,Yes,No,,3.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-6400T,Yes,1000,No,12,0,No,,Yes,AMD Radeon R5 330/Intel HD Graphics 530,2048.0,Cortana,12,6.5,Yes,,No,No,No,0,0
154,155,HP,Pavilion 550-310 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-pavilion-550-310-387267/specs,No,,,No,No,No,14.8,Yes,,No,No,Yes,Silver,,,No,1,,,No,Yes,14.3,,16,Yes,No,,6.0,0.0,,Windows 10 Home,No,DVD burner,A10-8750,Yes,1000,No,12,0,No,,Yes,AMD Radeon R7,1024.0,Cortana,12,6.4,Yes,,No,No,No,0,0
155,156,HP,Pavilion 570-P014 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-pavilion-570-p014-389329/specs,No,,,No,No,,12.5,Yes,,No,No,Yes,Silver,,,Yes,1,,,No,Yes,12.7,,8,Yes,No,,4.0,0.0,,Windows 10 Home,No,DVD burner,A10-9700,Yes,1000,No,12,0,No,,Yes,AMD Radeon R7,0.0,Cortana,12,6.4,Yes,,No,No,No,0,0
156,157,HP,Pavilion 570-p017c computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-pavilion-570-p017c-388967/specs,No,,,No,,,12.6,Yes,,Yes,Yes,Yes,Silver,,,No,1,,,No,Yes,12.8,,16,Yes,No,,4.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-7400,Yes,1000,Yes,12,0,No,,No,AMD Radeon R7 450,2048.0,Cortana,12,6.4,Yes,,No,No,No,0,0
