,Unnamed: 0,brand,model,prod_class,url,Analog_surround_sound_out,Battery_capacity,Blu_ray_or_DVD,Blu_ray_reader,Built_in_microphone,Built_in_webcam,Depth,Digital_video_out,Display_size,DisplayPort_video_out,DVI_video_out,Energy_Star,EPEAT_level,Facial_recognition,Fingerprint_reader,Free_memory_slot,Gigabit_Ethernet,Hand_gesture_control,HDMI_output,HDMI_video_in,HDMI_video_out,Height,LCD_resolution,Memory,Memory_card_reader,MS_Memory_Stick_reader,Multitouch_touchpad,Number_of_free_USB_ports,Number_of_speakers,Number_of_USB_ports,Operating_system_as_tested_,Optical_digital_audio_out,Optical_drive,Processor,SD/MMC_reader,Storage,Suitable_for_gaming,Tech_support_length,Thunderbolt_port,Touchpad,USB_sleep_and_charge,VGA_video_out,Video_adapter,Video_memory,Voice_command,Warranty_length,Width,WiFi,WiFi_type,Wireless_keyboard,Wireless_mouse,xD_reader,Has_Facial_recognition,Has_FingerPrintReader
157,158,HP,Pavilion 570-p027c computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-pavilion-570-p027c-388971/specs,No,,,No,,,12.6,Yes,,No,No,Yes,Silver,,,No,1,,,No,Yes,12.8,,12,Yes,No,,4.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-7400,Yes,1128,No,12,0,No,,Yes,Intel HD Graphics 630,0.0,Cortana,12,6.4,Yes,,No,No,No,0,0
158,159,HP,Pavilion M1-U001DX computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-m1-u001dx-386340/specs,,35.0,None,,,,8.1,Yes,11.6,,No,Yes,Silver,No,No,,0,No,Yes,,,0.8,1366 x 768,4,Yes,,,,,3.0,Windows 10 Home,,None,Intel Pentium N3710 1.6GHz,,500,,12,0,,Yes,No,Intel HD Graphics,,,12,12.0,,802.11ac,,,,0,0
159,160,HP,Pavilion M3-U101DX x360 computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-m3-u101dx-x360-388646/specs,,42.0,None,,,,8.8,Yes,13.3,,No,Yes,Gold,No,No,,0,No,Yes,,,0.9,1366 x 768,6,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i3-7100U 2.4GHz,,500,,12,0,,No,No,Intel HD Graphics 620,,,12,12.9,,802.11ac,,,,0,0
160,161,HP,Pavilion Wave Desktop - 600-a020xt computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-pavilion-wave-desktop-600-a020xt-387883/specs,No,,,No,No,No,6.6,Yes,,Yes,No,Yes,Silver,,,No,0,,,No,Yes,10.3,,8,Yes,No,,4.0,0.0,,Windows 10 Home,No,None,Core i5-6400T,Yes,1000,Yes,12,0,No,,No,AMD Radeon R9 M470/Intel HD Graphics 530,2048.0,Cortana,12,6.9,Yes,,Yes,Yes,No,0,0
161,162,HP,Pavilion x2 12b010nr computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-x2-12b010nr-385667/specs,,33.0,None,,,,8.7,Yes,12.0,,No,Yes,Silver,No,No,,0,No,Yes,,,0.8,1920 x 1280,2,Yes,,,,,2.0,Windows 10 Home,,None,Intel Atom x5-Z8500 1.44GHz,,64,,12,0,,No,No,Intel HD Graphics,,,12,11.8,,802.11ac,,,,0,0
162,163,HP,Pavilion x360 11.6 computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-x360-11-6-386461/specs,,35.0,None,,,,8.3,Yes,11.6,,No,Yes,Silver,No,No,,0,No,Yes,,,0.8,1366 x 768,4,Yes,,,,,3.0,Windows 10 Home,,None,Intel Celeron N3060 1.6GHz,,500,,12,0,,No,No,Intel HD Graphics 400,,,12,12.1,,802.11n,,,,0,0
163,164,HP,Pavilion x360 13.3 computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-x360-13-3-386463/specs,,42.0,None,,,,8.8,Yes,13.3,,No,Yes,Gold,No,No,,0,No,Yes,,,0.8,1366 x 768,4,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,500,,12,0,,No,No,Intel HD Graphics 520,,,12,12.9,,802.11n,,,,0,0
164,165,HP,Pavilion x360 15.6 computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-x360-15-6-386462/specs,,47.0,None,,,,9.9,Yes,15.6,,No,Yes,Silver,No,No,,1,No,Yes,,,1.1,1366 x 768,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,1000,,12,0,,Yes,No,Intel HD Graphics 520,,,12,15.0,,802.11ac,,,,0,0
165,166,HP,Pavilion x360 m3-u103dx computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-x360-m3-u103dx-388096/specs,,42.0,None,,,,8.8,Yes,13.3,,No,Yes,Gold,No,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,128,,12,0,,No,No,Intel HD Graphics 620,,,12,12.9,,802.11ac,,,,0,0
166,167,HP,Pavilion x360-11t computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-x360-11t-386338/specs,,31.0,None,,,,8.2,Yes,11.6,,No,Yes,Silver,No,No,,0,No,Yes,,,0.9,1366 x 768,4,Yes,,,,,3.0,Windows 10 Home,,None,Intel Celeron N3050 1.6GHz,,500,,12,0,,No,No,Intel HD Graphics,,,12,12.1,,802.11n,,,,0,0
167,168,HP,Pavilion x360-13t computer,laptop,https://www.consumerreports.org/products/laptop/hp-pavilion-x360-13t-386339/specs,,49.0,None,,,,8.8,Yes,13.3,,No,Yes,Silver,No,No,,0,No,Yes,,,0.9,1366 x 768,4,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i3-6100U 2.3GHz,,500,,12,0,,No,No,Intel HD Graphics 520,,,12,12.9,,802.11ac,,,,0,0
168,169,HP,Slimline 270-a016 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/hp-slimline-270-a016-389330/specs,No,,,No,,,12.6,Yes,,No,No,Yes,Silver,,,Yes,1,,,No,Yes,10.9,,8,Yes,No,,4.0,0.0,,Windows 10 Home,No,DVD burner,A9-9430,Yes,1000,No,12,0,No,,Yes,AMD Radeon R5,0.0,Cortana,12,4.0,Yes,,No,No,No,0,0
169,170,HP,Spectre 13-v011dx computer,laptop,https://www.consumerreports.org/products/laptop/hp-spectre-13-v011dx-386110/specs,,38.0,None,,,,9.0,No,13.3,,No,Yes,Silver,No,No,,0,No,No,,,0.5,1920 x 1080,8,No,,,,,3.0,Windows 10 Home,,None,Intel Core i7-6500U 2.5GHz,,256,,12,1,,Yes,No,Intel HD Graphics 520,,,12,12.8,,802.11ac,,,,0,0
170,171,HP,Spectre 15-BL012DX x360 computer,laptop,https://www.consumerreports.org/products/laptop/hp-spectre-15-bl012dx-x360-388638/specs,,79.0,None,,,,9.9,Yes,15.6,,No,Yes,Silver,No,No,,0,No,Yes,,,0.8,3840 x 2160,16,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i7-7500U 2.7GHz,,512,,12,1,,Yes,No,Nvidia GeForce 940MX/Intel HD Graphics 620,2048.0,,12,14.2,,802.11ac,,,,0,0
171,172,HP,Spectre x360 13-4103dx computer,laptop,https://www.consumerreports.org/products/laptop/hp-spectre-x360-13-4103dx-384989/specs,,55.0,None,,,,8.6,Yes,13.3,,No,Yes,Silver,No,No,,0,No,Yes,,,0.7,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i7-6500U 2.5GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,12.8,,802.11ac,,,,0,0
172,173,HP,Spectre x360 13-AC013DX computer,laptop,https://www.consumerreports.org/products/laptop/hp-spectre-x360-13-ac013dx-388767/specs,,60.0,None,,,,8.6,No,13.3,,No,Yes,Silver,Windows Hello,No,,0,No,No,,,0.6,1920 x 1080,8,No,,,,,3.0,Windows 10 Home,,None,Intel Core i7-7500U 2.7GHz,,256,,12,1,,Yes,No,Intel HD Graphics 620,,,12,12.1,,802.11ac,,,,1,0
173,174,HP,Spectre x360 13t computer,laptop,https://www.consumerreports.org/products/laptop/hp-spectre-x360-13t-387888/specs,,58.0,None,,,,8.6,No,13.3,,No,Yes,Gold,Windows Hello,No,,0,No,No,,,0.6,1920 x 1080,8,No,,,,,3.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,256,,12,1,,Yes,No,Intel HD Graphics 620,,,12,12.1,,802.11ac,,,,1,0
174,175,HP,Spectre x360-15t computer,laptop,https://www.consumerreports.org/products/laptop/hp-spectre-x360-15t-385668/specs,,66.0,None,,,,9.8,Yes,15.6,,No,Yes,Gold,No,No,,0,No,Yes,,,0.6,1920 x 1080,8,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,14.9,,802.11ac,,,,0,0
175,176,HP,Stream 11-y010nr computer,laptop,https://www.consumerreports.org/products/laptop/hp-stream-11-y010nr-387459/specs,,37.0,None,,,,8.1,Yes,11.6,,No,Yes,Gold,No,No,,0,No,Yes,,,0.8,1366 x 768,4,Yes,,,,,2.0,Windows 10 Home,,None,Intel Celeron N3060 1.6GHz,,32,,12,0,,No,No,Intel HD Graphics,,,12,11.8,,802.11ac,,,,0,0
176,177,HP,Stream 14-ax010nr computer,laptop,https://www.consumerreports.org/products/laptop/hp-stream-14-ax010nr-387686/specs,,41.0,None,,,,8.9,Yes,14.0,,No,Yes,Silver,No,No,,0,No,Yes,,,0.8,1366 x 768,4,Yes,,,,,3.0,Windows 10 Home,,None,Intel Celeron N3060 1.6GHz,,32,,12,0,,No,No,Intel HD Graphics 400,,,12,13.3,,802.11ac,,,,0,0
177,178,HP,x2 10-p020nr computer,laptop,https://www.consumerreports.org/products/laptop/hp-x2-10-p020nr-387886/specs,,33.0,None,,,,7.3,Yes,10.1,,No,Yes,,No,No,,0,No,Yes,,,0.8,1920 x 1080,2,Yes,,,,,2.0,Windows 10 Home,,None,Intel Atom x5-Z8350 1.44GHz,,32,,12,0,,Yes,No,Intel HD Graphics,,,12,10.5,,802.11ac,,,,0,0
178,179,Huawei,Matebook computer,laptop,https://www.consumerreports.org/products/laptop/huawei-matebook-387684/specs,,33.0,None,,,,7.8,No,12.0,,No,No,,No,Yes,,0,No,No,,,0.7,2160 x 1440,4,No,,,,,1.0,Windows 10 Home,,None,Intel Core m3-6Y30 0.9GHz,,128,,12,0,,No,No,Intel HD Graphics 515,,,12,10.9,,802.11ac,,,,0,1
181,182,Lenovo,100S Chromebook computer,chromebooks,https://www.consumerreports.org/products/chromebooks/lenovo-100s-chromebook-384986/specs,,,,,,Yes,8.2,,,,,Yes,,,,,0,,Yes,,,0.9,1366 x 768,2,Yes,,Yes,,,2.0,Chrome OS 46.0.2490.71,,,Celeron N2830,,32,,12,0,,,,Intel HD Graphics,,,12,11.8,Yes,,,,,0,0
182,183,Lenovo,110-15IBR 80T7000HUS computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-110-15ibr-386678/specs,,24.0,D,,,,10.4,Yes,15.6,,No,No,,No,No,,0,No,Yes,,,0.9,1366 x 768,4,Yes,,,,,2.0,Windows 10 Home,,CD/DVD burner,Intel Celeron N3060 1.6GHz,,500,,12,0,,No,No,Intel HD Graphics 400,,,12,14.9,,802.11ac,,,,0,0
183,184,Lenovo,300-17ISK 80QH008MUS computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-300-17isk-386677/specs,,42.0,D,,,,11.5,Yes,17.3,,No,No,,No,No,,1,No,Yes,,,1.1,1600 x 900,4,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i3-6100U 2.3GHz,,500,,12,0,,No,Yes,Intel HD Graphics 520,,,12,16.4,,802.11ac,,,,0,0
184,185,Lenovo,310-15ABR computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-310-15abr-388644/specs,,31.0,D,,,,10.2,Yes,15.6,,No,Yes,,No,No,,1,No,Yes,,,1.1,1366 x 768,8,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,AMD A12-9700P 2.5GHz,,1000,,12,0,,No,Yes,AMD Radeon R7 Graphics,,,12,14.9,,802.11ac,,,,0,0
185,186,Lenovo,510-22ISH computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/lenovo-ideacentre-700-22ish-f0bf-389572/specs,No,,,No,Yes,Yes,9.0,Yes,21.5,No,No,Yes,,,,Yes,1,,,Yes,Yes,16.7,1920 x 1080,8,Yes,No,,3.0,0.0,,Windows 10 Home,No,DVD burner,Pentium G4560T,Yes,1000,No,12,0,No,,No,Intel HD Graphics 610,0.0,Cortana,12,19.4,Yes,,No,No,No,0,0
186,187,Lenovo,510S-08ISH computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/lenovo-510s-08ish-388101/specs,No,,,No,,,13.3,Yes,,No,No,Yes,,,,Yes,1,,,Yes,Yes,11.8,,4,Yes,No,,4.0,0.0,,Windows 10 Home,No,DVD burner,Core i3-6100,Yes,1000,No,12,0,No,,Yes,Intel HD Graphics 530,0.0,Cortana,12,3.6,Yes,,No,No,No,0,0
187,188,Lenovo,520S-23IKU F0CU computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/lenovo-520s-23iku-f0cu-389573/specs,No,,,No,Yes,Yes,7.7,No,23.0,No,No,Yes,,,,No,1,,,Yes,No,15.5,1920 x 1080,8,No,No,,3.0,0.0,,Windows 10 Home,No,DVD burner,Core i7-7500U,No,1000,No,12,0,No,,No,Intel HD Graphics 620,0.0,Cortana,12,20.6,Yes,,Yes,Yes,No,0,0
188,189,Lenovo,"AIO 300 22"" F0BX00AHUS computer",desktop-computer,https://www.consumerreports.org/products/desktop-computer/lenovo-aio-300-22-386662/specs,No,,,No,Yes,Yes,7.9,Yes,21.5,No,No,Yes,,,,Yes,1,,,Yes,Yes,16.7,1920 x 1080,4,Yes,Yes,,3.0,0.0,,Windows 10 Home,No,DVD burner,Pentium 4405U,Yes,500,No,12,0,No,,No,Intel HD Graphics 510,0.0,No,12,20.6,Yes,,No,No,No,0,0
189,190,Lenovo,Erazer X315 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/lenovo-erazer-x315-293258/specs,Yes,,,No,,,18.0,Yes,,Yes,Yes,Yes,,,,Yes,1,,,No,Yes,15.2,,12,Yes,Yes,,4.0,0.0,,Windows 8.1,Yes,DVD burner,A8-7600,Yes,1000,No,12,0,No,,Yes,AMD Radeon R9 255,2048.0,No,12,6.9,Yes,,No,No,No,0,0
190,191,Lenovo,Flex 3 11 computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-flex-3-11-379139/specs,,30.0,None,,,,8.2,Yes,11.6,,No,Yes,,Lenovo VeriFace Pro,No,,1,Lenovo Motion Control,Yes,,,0.9,1366 x 768,4,Yes,,,,,3.0,Windows 8.1,,None,Intel Celeron N2940 1.83GHz,,500,,12,0,,Yes,No,Intel HD Graphics,,,12,11.8,,802.11ac,,,,1,0
191,192,Lenovo,Flex 3 80LY0008US computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-flex-3-80ly0008us-385003/specs,,30.0,None,,,,8.2,Yes,11.6,,No,Yes,,No,No,,1,No,Yes,,,0.9,1366 x 768,4,Yes,,,,,3.0,Windows 10 Home,,None,Intel Celeron N3050 1.6GHz,,500,,12,0,,Yes,No,Intel HD Graphics,,,12,11.8,,802.11ac,,,,0,0
192,193,Lenovo,Flex 4 computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-flex-4-386342/specs,,53.0,None,,,,9.3,Yes,14.0,,No,Yes,,No,No,,1,No,Yes,,,0.9,1920 x 1080,4,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,1000,,12,0,,Yes,No,Intel HD Graphics 520,,,12,13.3,,802.11ac,,,,0,0
193,194,Lenovo,Flex 5 15 computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-flex-5-15-389338/specs,,53.0,None,,,,9.8,Yes,15.6,,No,Yes,,No,Yes,,0,No,Yes,,,0.9,1920 x 1080,16,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i7-7500U 2.7GHz,,512,,12,0,,Yes,No,Nvidia GeForce 940MX/Intel HD Graphics 620,2048.0,,12,14.4,,802.11ac,,,,0,1
194,195,Lenovo,G70-80Q5004QUS computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-g70-80q5004qus-385669/specs,,42.0,D,,,,11.2,Yes,17.3,,No,Yes,,No,No,,1,No,Yes,,,1.3,1600 x 900,4,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,AMD A8-6410 2GHz,,1000,,12,0,,No,No,AMD Radeon R5,,,12,16.4,,802.11n,,,,0,0
195,196,Lenovo,Ideacentre 610S computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/lenovo-ideacentre-610s-387424/specs,No,,,No,No,No,5.3,Yes,,No,No,Yes,,,,No,1,,,Yes,Yes,10.2,,8,Yes,No,,3.0,0.0,,Windows 10 Home,Yes,None,Core i5-6400T,Yes,1000,Yes,12,0,No,,No,Nvidia GeForce GTX 750Ti/Intel HD 530,2048.0,Cortana,12,5.5,Yes,,Yes,Yes,No,0,0
196,197,Lenovo,"Ideacentre AIO 300-20"" computer",desktop-computer,https://www.consumerreports.org/products/desktop-computer/lenovo-ideacentre-aio-300-20-386661/specs,No,,,No,Yes,Yes,7.8,Yes,20.0,No,No,Yes,,,,No,1,,,No,Yes,16.2,1600 x 900,4,Yes,No,,2.0,0.0,,Windows 10 Home,No,DVD burner,Pentium G4400T,Yes,500,No,12,0,No,,No,Intel HD Graphics 510,0.0,Cortana,12,19.4,Yes,,No,No,No,0,0
197,198,Lenovo,"Ideacentre AIO 300-23"" F0BY0041US computer",desktop-computer,https://www.consumerreports.org/products/desktop-computer/lenovo-ideacentre-aio-300-23-386659/specs,No,,,No,Yes,Yes,7.9,Yes,23.0,No,No,Yes,,,,Yes,1,,,Yes,Yes,17.4,1920 x 1080,8,Yes,Yes,,4.0,0.0,,Windows 10 Home,No,DVD burner,Core i3-6100U,Yes,1000,No,12,0,No,,No,Intel HD Graphics 520,0.0,No,12,22.1,Yes,,Yes,Yes,No,0,0
198,199,Lenovo,"Ideacentre AIO 700 24"" F0BE006SUS computer",desktop-computer,https://www.consumerreports.org/products/desktop-computer/lenovo-ideacenter-aio-700-24-386657/specs,No,,,No,Yes,Yes,8.2,Yes,23.8,No,No,Yes,,,,Yes,1,,,Yes,Yes,18.4,1920 x 1080,8,Yes,Yes,,4.0,2.0,,Windows 10 Home,No,DVD burner,Core i5-6400,Yes,1000,Yes,12,0,No,,No,Nvidia GeForce GTX 950A/Intel HD Graphics 530,2048.0,No,12,22.8,Yes,,Yes,Yes,No,0,0
199,200,Lenovo,Ideacentre AIO 700-27 F0BD002KUS computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/lenovo-ideacentre-aio-700-27-386660/specs,No,,,No,Yes,Yes,8.9,Yes,27.0,No,No,Yes,,,,Yes,1,,,Yes,Yes,16.6,3840 x 2160,8,Yes,Yes,,4.0,2.0,,Windows 10 Home,No,DVD burner,Core i5-6400,Yes,1000,Yes,12,0,No,,No,Nvidia GeForce GTX 950A/Intel HD Graphics 530,2048.0,No,12,25.7,Yes,,Yes,Yes,No,0,0
200,201,Lenovo,IdeaPad 110 computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-110-389339/specs,,32.0,D,,,,10.4,Yes,15.6,,No,Yes,,No,No,,0,No,Yes,,,1.1,1366 x 768,6,Yes,,,,,2.0,Windows 10 Home,,CD/DVD burner,Intel Pentium 4405U 2.1GHz,,1000,,12,0,,No,No,Intel HD Graphics 510,,,12,14.8,,802.11ac,,,,0,0
201,202,Lenovo,Ideapad 300S computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-300s-385670/specs,,45.0,None,,,,9.4,Yes,14.0,,No,Yes,,No,No,,1,No,Yes,,,0.9,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,500,,12,0,,Yes,No,Intel HD Graphics 520,,,12,13.4,,802.11ac,,,,0,0
202,203,Lenovo,Ideapad 500S computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-500s-385671/specs,,45.0,None,,,,9.4,Yes,14.0,,No,Yes,,No,No,,1,No,Yes,,,0.9,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i7-6500U 2.5GHz,,256,,12,0,,Yes,No,Nvidia GeForce 940M/Intel HD Graphics 520,2048.0,,12,13.4,,802.11ac,,,,0,0
203,204,Lenovo,Ideapad 510s computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-510s-386297/specs,,45.0,None,,,,9.2,Yes,14.0,,No,Yes,,No,No,,1,No,Yes,,,0.9,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,1000,,12,0,,Yes,No,AMD Radeon R7 M460/Intel HD Graphics 520,2048.0,,12,13.2,,802.11ac,,,,0,0
204,205,Lenovo,"Ideapad 700 15"" computer",laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-700-15-385672/specs,,45.0,D,,,,10.4,Yes,15.6,,No,Yes,,No,No,,1,No,Yes,,,1.0,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i5-6300HQ 2.3GHz,,500,,12,0,,No,No,Nvidia GeForce 950M/Intel HD Graphics 530,1024.0,,12,15.1,,802.11ac,,,,0,0
205,206,Lenovo,"Ideapad 700 17"" computer",laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-700-17-385673/specs,,45.0,D,,,,11.2,Yes,17.3,,No,Yes,,No,No,,1,No,Yes,,,1.1,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i7-6700HQ 2.6GHz,,256,,12,0,,No,No,Nvidia GeForce 940M/Intel HD Graphics 530,2048.0,,12,16.4,,802.11ac,,,,0,0
206,207,Lenovo,Ideapad Miix 310 computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-miix-310-387117/specs,,25.0,None,,,,7.2,Yes,10.1,,No,Yes,Silver,No,No,,0,No,Yes,,,0.8,1280 x 800,2,Yes,,,,,3.0,Windows 10 Home,,None,Intel Atom Z8350 1.44GHz,,64,,12,0,,No,No,Intel HD Graphics 400,,,12,10.1,,802.11n,,,,0,0
207,208,Lenovo,Ideapad Miix 700 computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-miix-700-385849/specs,,41.0,None,,,,8.4,Yes,12.0,,No,No,,No,No,,0,No,Yes,,,0.6,2160 x 1440,4,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core m3-6Y30 0.9GHz,,64,,12,0,,No,No,Intel HD Graphics 515,,,12,11.5,,802.11ac,,,,0,0
208,209,Lenovo,Ideapad Y700 80NU000UUS computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-y700-80nu000sus-386451/specs,,45.0,None,,,,10.1,Yes,14.0,,No,No,,No,No,,1,No,Yes,,,1.1,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i7-6700HQ 2.6GHz,,628,,12,0,,No,No,AMD Radeon R9 M375/Intel HD Graphics 530,2048.0,,12,13.8,,802.11ac,,,,0,0
209,210,Lenovo,Ideapad Y700 80NW000PUS computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-y700-80nw000pus-386453/specs,,60.0,D,,,,10.8,Yes,15.6,,No,Yes,,No,No,,1,No,Yes,,,1.2,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i7-6700HQ 2.6GHz,,1000,,12,0,,Yes,No,NVIDIA GeForce GTX 960M/Intel HD Graphics 530,4096.0,,12,15.2,,802.11ac,,,,0,0
210,211,Lenovo,Ideapad Y700 80Q0008WUS computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-y700-80q0008wus-386452/specs,,60.0,D,,,,11.9,Yes,17.3,,No,Yes,,No,No,,1,No,Yes,,,1.3,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i7-6700HQ 2.6GHz,,256,,12,0,,No,No,Nvidia GeForce 960M/Intel HD Graphics 530,4096.0,,12,16.6,,802.11ac,,,,0,0
211,212,Lenovo,Ideapad Yoga 700 computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-ideapad-yoga-700-385674/specs,,42.0,None,,,,7.8,Yes,11.6,,No,Yes,,No,No,,0,No,Yes,,,0.6,1920 x 1080,8,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core m5-6Y54 1.1GHz,,256,,12,0,,No,No,Intel HD Graphics 515,,,12,11.4,,802.11ac,,,,0,0
212,213,Lenovo,N22 80SF0000US computer,chromebooks,https://www.consumerreports.org/products/chromebooks/lenovo-n22-80sf0000us-386441/specs,,,,,,Yes,8.3,,,,,Yes,Silver,,,,0,,Yes,,,0.9,1366 x 768,2,Yes,,Yes,,,2.0,Chrome OS 51.0.2704.79,,,Celeron N3050,,16,,12,0,,,,Intel HD Graphics,,,12,11.8,Yes,,,,,0,0
