,Unnamed: 0,brand,model,prod_class,url,Analog_surround_sound_out,Battery_capacity,Blu_ray_or_DVD,Blu_ray_reader,Built_in_microphone,Built_in_webcam,Depth,Digital_video_out,Display_size,DisplayPort_video_out,DVI_video_out,Energy_Star,EPEAT_level,Facial_recognition,Fingerprint_reader,Free_memory_slot,Gigabit_Ethernet,Hand_gesture_control,HDMI_output,HDMI_video_in,HDMI_video_out,Height,LCD_resolution,Memory,Memory_card_reader,MS_Memory_Stick_reader,Multitouch_touchpad,Number_of_free_USB_ports,Number_of_speakers,Number_of_USB_ports,Operating_system_as_tested_,Optical_digital_audio_out,Optical_drive,Processor,SD/MMC_reader,Storage,Suitable_for_gaming,Tech_support_length,Thunderbolt_port,Touchpad,USB_sleep_and_charge,VGA_video_out,Video_adapter,Video_memory,Voice_command,Warranty_length,Width,WiFi,WiFi_type,Wireless_keyboard,Wireless_mouse,xD_reader,Has_Facial_recognition,Has_FingerPrintReader
213,214,Lenovo,ThinkPad N22 computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-thinkpad-n22-387458/specs,,45.0,None,,,,8.3,Yes,11.6,,No,Yes,,No,No,,0,No,Yes,,,0.9,1366 x 768,4,Yes,,,,,3.0,Windows 10 Home,,None,Intel Celeron N3050 1.6GHz,,32,,12,0,,No,No,Intel HD Graphics,,,12,11.8,,802.11ac,,,,0,0
214,215,Lenovo,ThinkPad X1 Carbon 4th Gen computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-thinkpad-x1-carbon-4th-gen-386343/specs,,52.0,None,,,,9.0,Yes,14.0,,No,Yes,Gold,No,Yes,,1,No,Yes,,,0.7,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,128,,12,0,,Yes,No,Intel HD Graphics 520,,,12,13.1,,802.11ac,,,,0,1
215,216,Lenovo,ThinkPad X1 Tablet computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-thinkpad-x1-tablet-386111/specs,,37.0,None,,,,8.5,Yes,12.0,,No,Yes,Gold,No,Yes,,0,No,No,,,0.5,2160 x 1440,4,Yes,,,,,1.0,Windows 10 Home,,None,Intel Core m3-6Y30 0.9GHz,,128,,12,0,,No,No,Intel HD Graphics 515,,,12,11.4,,802.11ac,,,,0,1
216,217,Lenovo,ThinkPad X1 Yoga computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-thinkpad-x1-yoga-385732/specs,,52.0,None,,,,9.0,Yes,14.0,,No,Yes,Gold,No,Yes,,0,No,Yes,,,0.7,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Pro,,None,Intel Core i7-6500U 2.5GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,13.1,,802.11ac,,,,0,1
217,218,Lenovo,ThinkPad X260 computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-thinkpad-x260-386344/specs,,47.0,None,,,,8.2,Yes,12.5,,No,Yes,Gold,No,No,,1,No,Yes,,,0.9,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,192,,12,0,,Yes,No,Intel HD Graphics 520,,,12,12.0,,802.11ac,,,,0,0
218,219,Lenovo,Y700-15ACZ computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-y700-15acz-386281/specs,,60.0,D,,,,10.9,Yes,15.6,,No,Yes,,No,No,,1,No,Yes,,,1.2,1920 x 1080,16,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,AMD FX-8800P 2.1GHz,,1000,,12,0,,No,No,AMD Radeon R9 M385X/AMD Radeon R7,1024.0,,12,15.2,,802.11ac,,,,0,0
219,220,Lenovo,"Yoga 710 14"" computer",laptop,https://www.consumerreports.org/products/laptop/lenovo-yoga-710-14-386361/specs,,53.0,None,,,,8.8,Yes,14.0,,No,Yes,Gold,No,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,256,,12,0,,Yes,No,Nvidia GeForce 940MX/Intel HD Graphics 520,2048.0,,12,12.7,,802.11ac,,,,0,0
220,221,Lenovo,"Yoga 710 15"" computer",laptop,https://www.consumerreports.org/products/laptop/lenovo-yoga-710-15-386362/specs,,53.0,None,,,,9.6,Yes,15.6,,No,Yes,Gold,No,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,14.1,,802.11ac,,,,0,0
221,222,Lenovo,Yoga 710 80V4000GUS computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-yoga-710-80v4000gus-387890/specs,,53.0,None,,,,8.8,Yes,14.0,,No,Yes,,No,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,256,,12,0,,Yes,No,Intel HD Graphics 620,,,12,12.7,,802.11ac,,,,0,0
222,223,Lenovo,Yoga 710 80V6000PUS computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-yoga-710-80v6000pus-387891/specs,,40.0,None,,,,7.7,Yes,11.6,,No,Yes,,No,No,,0,No,Yes,,,0.6,1920 x 1080,8,No,,,,,1.0,Windows 10 Home,,None,Intel Core i5-7Y54 1.2GHz,,128,,12,0,,Yes,No,Intel HD Graphics 615,,,12,11.1,,802.11ac,,,,0,0
223,224,Lenovo,Yoga 720-13IKB computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-yoga-720-13ikb-389336/specs,,48.0,None,,,,8.4,No,13.3,,No,Yes,,No,Yes,,0,No,No,,,0.7,1920 x 1080,8,No,,,,,3.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,256,,12,1,,No,No,Intel HD Graphics 620,,,12,12.2,,802.11ac,,,,0,1
224,225,Lenovo,Yoga 720-15IKB computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-yoga-720-15ikb-389337/specs,,72.0,None,,,,9.6,Yes,15.6,,No,Yes,,No,Yes,,0,No,Yes,,,0.9,1920 x 1080,8,No,,,,,3.0,Windows 10 Home,,None,Intel Core i7-7700HQ 2.8GHz,,256,,12,1,,No,No,Intel HD Graphics 630,,,12,14.3,,802.11ac,,,,0,1
225,226,Lenovo,Yoga 900S computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-yoga-900s-386282/specs,,53.0,None,,,,8.4,No,12.5,,No,Yes,,No,No,,0,No,No,,,0.6,1920 x 1080,4,No,,,,,3.0,Windows 10 Home,,None,Intel Core m5-6Y54 1.1GHz,,128,,12,0,,No,No,Intel HD Graphics 515,,,12,12.0,,802.11ac,,,,0,0
226,227,Lenovo,Yoga 910 computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-yoga-910-387892/specs,,78.0,None,,,,8.8,No,14.0,,No,Yes,,No,Yes,,0,No,No,,,0.6,1920 x 1080,8,No,,,,,3.0,Windows 10 Home,,None,Intel Core i7-6500U 2.7GHz,,256,,12,0,,Yes,No,Intel HD Graphics 620,,,12,12.7,,802.11ac,,,,0,1
227,228,Lenovo,Yoga Home 900 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/lenovo-yoga-home-900-386658/specs,No,,,No,Yes,Yes,7.1,No,27.0,No,No,Yes,,,,No,0,,,Yes,No,15.1,1920 x 1080,8,No,No,,2.0,0.0,,Windows 10 Home,No,None,Core i5-5200U,No,256,No,12,0,No,,No,Nvidia GeForce 940A/Intel HD Graphics 5500,2048.0,Cortana,12,26.3,Yes,,Yes,Yes,No,0,0
228,229,Lenovo,Z70- 80FG00DCUS computer,laptop,https://www.consumerreports.org/products/laptop/lenovo-z70-80fg00dcus-385906/specs,,41.0,D,,,,11.1,Yes,17.3,,No,Yes,,No,No,,1,No,Yes,,,1.2,1920 x 1080,16,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,Intel Core i7-5500U 2.4GHz,,1000,,12,0,,No,Yes,Nvidia GeForce 840M/Intel HD Graphics 5500,2048.0,,12,16.4,,802.11ac,,,,0,0
229,230,LG,Gram 13 - Touchscreen computer,laptop,https://www.consumerreports.org/products/laptop/lg-gram-13-touchscreen-388777/specs,,60.0,None,,,,8.3,Yes,13.3,,No,Yes,,No,Yes,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,256,,12,0,,Yes,No,Intel HD Graphics 620,,,12,12.1,,802.11ac,,,,0,1
230,231,LG,gram 13Z950 computer,laptop,https://www.consumerreports.org/products/laptop/lg-gram-13z950-384803/specs,,35.0,None,,,,8.4,Yes,13.3,,No,Yes,,No,No,,0,No,Yes,,,0.6,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-5200U 2.2GHz,,128,,12,0,,Yes,No,Intel HD Graphics 5500,,,12,11.9,,802.11ac,,,,0,0
231,232,LG,Gram 14 - Touchscreen computer,laptop,https://www.consumerreports.org/products/laptop/lg-gram-14-touchscreen-388778/specs,,60.0,None,,,,8.3,Yes,14.0,,No,Yes,,No,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,256,,12,0,,Yes,No,Intel HD Graphics 620,,,12,12.7,,802.11ac,,,,0,0
232,233,LG,gram 14Z950 computer,laptop,https://www.consumerreports.org/products/laptop/lg-gram-14z950-384804/specs,,35.0,None,,,,8.9,Yes,14.0,,No,Yes,,No,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-5200U 2.2GHz,,128,,12,0,,Yes,No,Intel HD Graphics 5500,,,12,12.7,,802.11ac,,,,0,0
233,234,LG,Gram 15 - Touchscreen computer,laptop,https://www.consumerreports.org/products/laptop/lg-gram-15-touchscreen-388773/specs,,54.0,None,,,,8.9,Yes,15.6,,No,Yes,,No,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,14.1,,802.11ac,,,,0,0
234,235,LG,gram 15Z960 computer,laptop,https://www.consumerreports.org/products/laptop/lg-gram-15z-960-386112/specs,,35.0,None,,,,8.9,Yes,15.6,,No,Yes,,No,No,,0,No,Yes,,,0.7,1920 x 1080,8,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,14.1,,802.11ac,,,,0,0
235,236,Microsoft,Surface 3 computer,laptop,https://www.consumerreports.org/products/laptop/microsoft-surface-3-384272/specs,,55.0,None,,,,7.6,Yes,10.8,,No,No,,No,No,,0,No,No,,,0.6,1920 x 1280,2,Yes,,,,,1.0,Windows 8.1,,None,Intel Atom x7-Z8700 1.6GHz,,64,,12,0,,No,No,Intel HD Graphics,,,12,10.6,,802.11ac,,,,0,0
236,237,Microsoft,Surface Book (512GB) computer,laptop,https://www.consumerreports.org/products/laptop/microsoft-surface-book-512gb-388051/specs,,79.0,None,,,,9.2,Yes,13.5,,No,Yes,Silver,Windows Hello,No,,0,No,Yes,,,0.9,3000 x 2000,16,Yes,,,,,2.0,Windows 10 Pro,,None,Intel Core I7-6600U 2.6GHz,,512,,12,0,,No,No,Nvidia GeForce 965M/Intel HD Graphics 520,2048.0,,12,12.3,,802.11ac,,,,1,0
237,238,Microsoft,Surface Book computer,laptop,https://www.consumerreports.org/products/laptop/microsoft-surface-book-384901/specs,,69.0,None,,,,9.1,Yes,13.5,,No,No,,No,No,,0,No,No,,,0.9,3000 x 2000,8,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core i5-6300U 2.4GHz,,128,,12,0,,No,No,Intel HD Graphics 520,,,12,12.8,,802.11ac,,,,0,0
238,239,Microsoft,"Surface Laptop (Core i5, 128GB) computer",laptop,https://www.consumerreports.org/products/laptop/microsoft-surface-389343/specs,,45.0,None,,,,8.8,Yes,13.5,,No,Yes,Silver,Windows Hello,No,,0,No,No,,,0.6,2256 x 1504,4,No,,,,,1.0,Windows 10 Pro,,None,Intel Core i5-7200U 2.5GHz,,128,,12,0,,No,No,Intel HD Graphics 620,,,12,12.1,,802.11ac,,,,1,0
239,240,Microsoft,"Surface Laptop (Core i5, 256GB) computer",laptop,https://www.consumerreports.org/products/laptop/microsoft-surface-laptop-core-i5-256gb-392723/specs,,45.0,None,,,,8.8,Yes,13.5,,No,Yes,Silver,Windows Hello,No,,0,No,No,,,0.6,2256 x 1504,8,No,,,,,1.0,Windows 10 Pro,,None,Intel Core i5-7200U 2.5GHz,,256,,12,0,,No,No,Intel HD Graphics 620,,,12,12.1,,802.11ac,,,,1,0
240,241,Microsoft,Surface Pro 3 computer,laptop,https://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/specs,,42.0,None,,,,8.2,Yes,12.0,,No,No,,No,No,,0,No,No,,,0.6,2160 x 1440,4,No,,,,,1.0,Windows 8.1 Pro,,None,Intel Core i5-4300U 1.9GHz,,128,,12,0,,No,No,Intel HD Graphics 4400,,,12,11.6,,802.11ac,,,,0,0
241,242,Microsoft,Surface Pro 4 computer,laptop,https://www.consumerreports.org/products/laptop/microsoft-surface-pro-4-384902/specs,,38.0,None,,,,8.2,Yes,12.3,,No,No,,No,No,,0,No,No,,,0.6,2736 x 1824,4,Yes,,,,,1.0,Windows 10 Pro,,None,Intel Core m3-6Y30 0.9GHz,,128,,12,0,,No,No,Intel HD Graphics 515,,,12,11.6,,802.11ac,,,,0,0
242,243,Microsoft,Surface Studio computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/microsoft-surface-studio-388050/specs,No,,,No,Yes,Yes,8.7,Yes,28.0,Yes,No,Yes,,,,No,1,,,No,No,21.0,4500 x 3000,8,Yes,No,,4.0,0.0,,Windows 10 Pro,No,None,Core i5-6440HQ,Yes,1000,Yes,12,0,No,,No,Nvidia GeForce GTX 965M,2048.0,Cortana,12,25.1,Yes,,Yes,Yes,No,0,0
243,244,Samsung,All-In-One DP710A4M-L01US computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/samsung-all-in-one-dp710a4m-l01us-389570/specs,No,,,No,Yes,Yes,6.3,Yes,24.0,No,No,Yes,,,,No,1,,,Yes,Yes,16.4,1920 x 1080,12,Yes,No,,2.0,0.0,,Windows 10 Home,No,None,Core i5-7400T,Yes,1000,No,12,0,No,,No,Intel HD Graphics 630,0.0,Cortana,12,21.8,Yes,,Yes,Yes,No,0,0
244,245,Samsung,ATIV Book 9 NP930X2K-K02US computer,laptop,https://www.consumerreports.org/products/laptop/samsung-ativ-book-9-np930x2k-k02us-371599/specs,,36.0,None,,,,8.4,Yes,12.2,,No,Yes,Silver,No,No,,0,No,Yes,,,0.6,2560 x 1600,4,Yes,,,,,2.0,Windows 8.1,,None,Intel Core M-5Y31 0.9GHz,,128,,12,0,,Yes,No,Intel HD Graphics 5300,,,12,11.2,,802.11ac,,,,0,0
245,246,Samsung,ATIV Book 9 Plus NP940X3K-K03US computer,laptop,https://www.consumerreports.org/products/laptop/samsung-ativ-book-9-plus-np940x3k-k03us-371600/specs,,55.0,None,,,,8.8,Yes,13.3,,No,Yes,,No,No,,1,No,Yes,,,0.7,3200 x 1800,4,Yes,,,,,2.0,Windows 8.1,,None,Intel Core i5-5200U 2.2GHz,,128,,12,0,,Yes,No,Intel HD Graphics 5500,,,12,12.6,,802.11ac,,,,0,0
246,247,Samsung,Chromebook 3 computer,chromebooks,https://www.consumerreports.org/products/chromebooks/samsung-chromebook-3-389575/specs,,,,,,Yes,8.1,,,,,Yes,Silver,,,,0,,Yes,,,0.8,1366 x 768,4,Yes,,Yes,,,2.0,Chrome OS 58.0.3029.140,,,Celeron N3060,,32,,12,0,,,,Intel HD Graphics 400,,,12,11.4,Yes,,,,,0,0
247,248,Samsung,Chromebook 3 XE500C computer,chromebooks,https://www.consumerreports.org/products/chromebooks/samsung-chromebook-3-xe500c-386118/specs,,,,,,Yes,8.0,,,,,Yes,Silver,,,,0,,Yes,,,0.8,1366 x 768,2,Yes,,Yes,,,2.0,Chrome OS 49.0.2623.112,,,Celeron N3050,,16,,12,0,,,,Intel HD Graphics,,,12,11.4,Yes,,,,,0,0
248,249,Samsung,Chromebook Plus computer,chromebooks,https://www.consumerreports.org/products/chromebooks/samsung-chromebook-plus-388636/specs,,,,,,Yes,8.7,,,,,Yes,Silver,,,,0,,No,,,0.6,2400 x 1600,4,Yes,,Yes,,,2.0,Chrome OS 56.0.2924.110,,,Cortex A72,,32,,12,0,,,,ARM Mali T860,,,12,11.0,Yes,,,,,0,0
249,250,Samsung,Galaxy TabPro S computer,laptop,https://www.consumerreports.org/products/laptop/samsung-galaxy-tabpro-s-385907/specs,,40.0,None,,,,7.9,No,12.0,,No,Yes,,No,No,,0,No,No,,,0.5,2160 x 1440,4,No,,,,,1.0,Windows 10 Home,,None,Intel Core m3-6Y30 0.9GHz,,128,,12,0,,No,No,Intel HD Graphics 515,,,12,11.4,,802.11ac,,,,0,0
250,251,Samsung,Notebook 5 computer,laptop,https://www.consumerreports.org/products/laptop/samsung-notebook-5-388770/specs,,43.0,None,,,,10.1,Yes,15.6,,No,Yes,,No,No,,0,No,Yes,,,1.1,1366 x 768,8,No,,,,,3.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,1000,,12,0,,No,No,NVIDIA GeForce 920MX/Intel HD Graphics 620,2048.0,,12,14.9,,802.11ac,,,,0,0
251,252,Samsung,Notebook 7 740U3L computer,laptop,https://www.consumerreports.org/products/laptop/samsung-notebook-7-740u3l-387109/specs,,45.0,None,,,,8.9,Yes,13.3,,No,Yes,,No,No,,0,No,Yes,,,0.9,1920 x 1080,8,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,1000,,12,0,,No,No,Intel HD Graphics 520,,,12,12.7,,802.11ac,,,,0,0
252,253,Samsung,Notebook 7 740U5LE computer,laptop,https://www.consumerreports.org/products/laptop/samsung-notebook-7-740u5le-387110/specs,,45.0,None,,,,10.1,Yes,15.6,,No,Yes,,No,No,,1,No,Yes,,,0.9,1920 x 1080,12,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i7-6500U 2.5GHz,,1000,,12,0,,No,No,Nvidia GeForce 940MX/Intel HD Graphics 520,2048.0,,12,14.8,,802.11ac,,,,0,0
253,254,Samsung,Notebook 7 Spin 13 computer,laptop,https://www.consumerreports.org/products/laptop/samsung-notebook-7-spin-13-388953/specs,,45.0,None,,,,8.9,Yes,13.3,,No,Yes,,No,No,,0,No,Yes,,,0.9,1920 x 1080,12,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,1000,,12,0,,Yes,No,Intel HD Graphics 620,,,12,12.7,,802.11ac,,,,0,0
254,255,Samsung,Notebook 7 Spin 15 computer,laptop,https://www.consumerreports.org/products/laptop/samsung-notebook-7-spin-15-388954/specs,,45.0,None,,,,10.1,Yes,15.6,,No,Yes,,No,No,,0,No,Yes,,,0.9,1920 x 1080,12,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i5-7500U 2.7GHz,,1000,,12,0,,Yes,No,NVIDIA GeForce 940MX/Intel HD Graphics 620,2048.0,,12,14.7,,802.11ac,,,,0,0
255,256,Samsung,Notebook 9 computer,laptop,https://www.consumerreports.org/products/laptop/samsung-notebook-9-388637/specs,,67.0,None,,,,9.1,Yes,15.0,,No,Yes,,No,Yes,,0,No,Yes,,,0.8,1920 x 1080,16,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i7-7500U 2.7GHz,,256,,12,1,,No,No,Nvidia GeForce 940MX/Intel HD Graphics 620,2048.0,,12,13.7,,802.11ac,,,,0,1
256,257,Samsung,Notebook 9 NP900X3L-K06US computer,laptop,https://www.consumerreports.org/products/laptop/samsung-notebook-9-np900x3l-k06us-385908/specs,,30.0,None,,,,8.6,Yes,13.3,,No,Yes,Silver,No,No,,1,No,Yes,,,0.6,1920 x 1080,8,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,256,,12,0,,Yes,Yes,Intel HD Graphics 520,,,12,12.4,,802.11ac,,,,0,0
257,258,Samsung,Notebook 9 NP900X5L-K02US computer,laptop,https://www.consumerreports.org/products/laptop/samsung-notebook-9-np900x5l-k02us-385909/specs,,39.0,None,,,,9.3,Yes,15.0,,No,Yes,Silver,No,No,,1,No,Yes,,,0.6,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i7-6500U 2.5GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,13.6,,802.11ac,,,,0,0
258,259,Samsung,Notebook 9 pro NP940Z5L-X01US computer,laptop,https://www.consumerreports.org/products/laptop/samsung-notebook-9-pro-np940z5l-x01us-385107/specs,,57.0,None,,,,9.8,Yes,15.6,,No,Yes,,No,No,,0,No,Yes,,,0.9,3840 x 2160,8,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i7-6700HQ 2.6GHz,,256,,12,0,,Yes,No,Nvidia GeForce GTX 950M/Intel HD Graphics 530,2048.0,,12,14.7,,802.11ac,,,,0,0
259,260,Samsung,Notebook 9 spin NP940X3L-K01US computer,laptop,https://www.consumerreports.org/products/laptop/samsung-notebook-9-spin-np940x3l-k01us-385106/specs,,39.0,None,,,,8.7,Yes,13.3,,No,Yes,,No,No,,0,No,Yes,,,0.7,3200 x 1800,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i7-6500U 2.5GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,12.4,,802.11ac,,,,0,0
260,261,Toshiba,Chromebook 2 CB35-C3350 computer,chromebooks,https://www.consumerreports.org/products/chromebooks/toshiba-chromebook-2-cb35-c3350-384987/specs,,,,,,Yes,8.4,,,,,Yes,Gold,,,,0,,Yes,,,0.8,1920 x 1080,4,Yes,,Yes,,,2.0,Chrome OS 46.0.2490.82,,,Core i3-5015U,,16,,12,0,,,,Intel HD Graphics 5500,,,12,12.6,Yes,,,,,0,0
261,262,Toshiba,dynaPad WT12PE-A64 computer,laptop,https://www.consumerreports.org/products/laptop/toshiba-dynapad-wt12pe-a64-385691/specs,,25.0,None,,,,8.0,Yes,12.0,,No,Yes,Silver,No,No,,0,No,Yes,,,0.7,1920 x 1080,4,Yes,,,,,2.0,Windows 10 Home,,None,Intel Atom x5-Z8300 1.44GHz,,64,,12,0,,No,No,Intel HD Graphics,,,12,11.8,,802.11ac,,,,0,0
262,263,Toshiba,Satellite Click10 LX0WC64 computer,laptop,https://www.consumerreports.org/products/laptop/toshiba-satellite-click10-lx0w-c64-384805/specs,,23.0,None,,,,7.3,Yes,10.2,,No,Yes,Gold,No,No,,0,No,Yes,,,0.9,1920 x 1200,2,Yes,,,,,3.0,Windows 10 Home,,None,Intel Atom x5-Z8300 1.44GHz,,64,,12,0,,No,No,Intel HD Graphics,,,12,10.2,,802.11n Dual-band,,,,0,0
263,264,Toshiba,Satellite Radius P25W-C2300-4K computer,laptop,https://www.consumerreports.org/products/laptop/toshiba-satellite-radius-p25w-c2300-4k-385005/specs,,41.0,None,,,,8.2,Yes,12.5,,No,Yes,,No,No,,0,No,Yes,,,0.7,3840 x 2160,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i7-6500U 2.5GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,11.8,,802.11ac,,,,0,0
264,265,Vaio,S computer,laptop,https://www.consumerreports.org/products/laptop/vaio-s-386113/specs,,33.0,None,,,,8.6,Yes,13.3,,No,Yes,,No,No,,1,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Pro,,None,Intel Core i5-6200U 2.3GHz,,128,,12,0,,Yes,Yes,Intel HD Graphics 520,,,12,12.6,,802.11ac,,,,0,0
265,266,Vaio,Z Canvas computer,laptop,https://www.consumerreports.org/products/laptop/vaio-z-canvas-385680/specs,,66.0,None,,,,8.4,Yes,12.3,,No,Yes,,No,No,,1,No,Yes,,,0.8,2560 x 1704,16,Yes,,,,,2.0,Windows 10 Pro,,None,Intel Core i7-4770HQ 2.2GHz,,512,,12,0,,Yes,No,Intel Iris Pro Graphics 5200,,,12,11.9,,802.11ac,,,,0,0
266,267,Vaio,Z computer,laptop,https://www.consumerreports.org/products/laptop/vaio-z-386114/specs,,58.0,None,,,,8.5,Yes,13.3,,No,Yes,,No,No,,0,No,Yes,,,0.7,1920 x 1080,8,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core i5-6267U 2.9GHz,,256,,12,0,,Yes,Yes,Intel Iris Graphics 550,,,12,12.8,,802.11ac,,,,0,0
267,268,Vaio,Z Flip computer,laptop,https://www.consumerreports.org/products/laptop/vaio-flip-z-385731/specs,,58.0,None,,,,8.6,Yes,13.3,,No,Yes,,No,No,,0,No,Yes,,,0.7,2560 x 1440,8,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core i5-6267U 2.9GHz,,256,,12,0,,Yes,Yes,Intel Iris Graphics 550,,,12,12.8,,802.11ac,,,,0,0
