brand,model,prod_class,prod_short_descr,has_reviews,url,reported_exceptions
Dell,Dell Inspiron 22 3000 Touch computer,desktop-computer,"An all-in-one desktop computer with a 21.5-inch touchscreen tested with Windows 10 Home, an AMD A8-7410 2.2GHz processor, 8GB of memory, a 1TB hard drive, AMD Radeon R5 Graphics graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/dell-inspiron-22-3000-touch-387425/user-reviews#user-reviews,
Dell,Dell Inspiron 24 3000 (Intel) computer,desktop-computer,"An all-in-one desktop computer with a 23.8-inch touchscreen tested with Windows 10 Home, an Intel Core i5-6200U 2.3GHz processor, 8GB of memory, a 1TB hard drive, Intel HD Graphics 520 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/dell-inspiron-24-3000-intel-385761/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Dell,Dell Inspiron 24 3000 Touch computer,desktop-computer,"An all-in-one desktop computer with a 23.8-inch touchscreen tested with Windows 10 Home, an AMD A8-7410 2.2GHz processor, 8GB of memory, a 1TB hard drive, AMD Radeon R5 Graphics graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/dell-inspiron-24-3000-touch-387426/user-reviews#user-reviews,
Dell,Dell Inspiron 3464-5007BLK computer,desktop-computer,"An all-in-one desktop computer with a 23.8-inch touchscreen tested with Windows 10 Home, an Intel Core i5-7200 2.5GHz processor, 8GB of memory, a 1TB hard drive, Intel HD Graphics 620 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/dell-inspiron-3464-5007blk-389335/user-reviews#user-reviews,
Dell,Dell Inspiron Desktop 3650 computer,desktop-computer,"A full-size desktop computer tested with Windows 10 Home, an Intel Core i5-6400 2.7GHz processor, 8GB of memory, a 1TB hard drive, Intel HD Graphics 530 graphics, a DVD burner, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/dell-inspiron-desktop-3650-387270/user-reviews#user-reviews,
Dell,Dell XPS 8920-7529SLV computer,desktop-computer,"A full-size desktop computer tested with Windows 10 Home, an Intel Core i7-7700 3.6GHz processor, 16GB of memory, a 1TB hard drive, AMD Radeon RX 560/Intel HD Graphics 630 graphics, a DVD burner, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/dell-xps-8920-7529slv-389332/user-reviews#user-reviews,
HP,HP All-in-One 22-3110 computer,desktop-computer,"An all-in-one desktop computer with a 21.5-inch screen tested with Windows 10 Home, an AMD E1-6015 1.4GHz processor, 4GB of memory, a 1TB hard drive, AMD Radeon R2 Series graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-all-in-one-22-3110-384301/user-reviews#user-reviews,
HP,HP ENVY 27-b014 computer,desktop-computer,"An all-in-one desktop computer with a 27-inch touchscreen tested with Windows 10 Home, an Intel Core i7-6700T 2.8GHz processor, 16GB of memory, a 256GB solid state drive, a 2TB hard drive, Nvidia GeForce GTX 950M/Intel HD Graphics 530 graphics, and 4-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-envy-27-b014-388100/user-reviews#user-reviews,
HP,HP Envy 27-b110 computer,desktop-computer,"An all-in-one desktop computer with a 27-inch touchscreen tested with Windows 10 Home, an Intel Core i7-7700T 2.9GHz processor, 16GB of memory, a 128GB solid state drive, a 1TB hard drive, Nvidia GeForce GTX 950M/Intel HD Graphics 630 graphics, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-envy-27-b110-388776/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
HP,HP Envy 750-467c computer,desktop-computer,"A full-size desktop computer tested with Windows 10 Pro, an Intel Core i7-6700 3.4GHz processor, 16GB of memory, a 1TB hard drive, Nvidia GeForce GTX 750 Ti graphics, a DVD burner, and NA-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-envy-750-467c-389574/user-reviews#user-reviews,
HP,HP Envy 750-514 computer,desktop-computer,"A full-size desktop computer tested with Windows 10 Home, an Intel Core i5-7400 3GHz processor, 12GB of memory, a 128GB hard drive, Intel HD Graphics 630 graphics, a DVD burner, and NA-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-envy-750-514-389328/user-reviews#user-reviews,
HP,HP Pavilion 24-b040qe computer,desktop-computer,"An all-in-one desktop computer with a 23.8-inch touchscreen tested with Windows 10 Home, an Intel Core i5-6400T 2.2GHz processor, 12GB of memory, a 1TB hard drive, Nvidia GeForce 930MX/Intel HD Graphics 530 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-pavilion-24qe-387104/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
HP,HP Pavilion 24-b217c computer,desktop-computer,"An all-in-one desktop computer with a 23.8-inch touchscreen tested with Windows 10 Home, an Intel Core i5-7400T 2.4GHz processor, 12GB of memory, a 1TB hard drive, Nvidia GeForce 930MX/Intel HD Graphics 630 graphics, a DVD burner, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-pavilion-24-b217c-388966/user-reviews#user-reviews,
HP,HP Pavilion 24-b230 computer,desktop-computer,"An all-in-one desktop computer with a 23.8-inch touchscreen tested with Windows 10 Home, an Intel Core i5-7400T 2.4GHz processor, 8GB of memory, a 1TB hard drive, Intel HD Graphics 630 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-pavilion-24-b230-388775/user-reviews#user-reviews,
HP,HP Pavilion 27-n220 computer,desktop-computer,"An all-in-one desktop computer with a 27-inch screen tested with Windows 10 Home, an Intel Core i3-6100T 3.2GHz processor, 8GB of memory, a 1TB hard drive, Intel HD Graphics 530 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-pavilion-27-n220-386120/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
HP,HP Pavilion 510xt computer,desktop-computer,"A full-size desktop computer tested with Windows 10 Home, an Intel Core i5-6400T 2.2GHz processor, 8GB of memory, a 1TB hard drive, AMD Radeon R5 330/Intel HD Graphics 530 graphics, a DVD burner, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-pavilion-510xt-387103/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
HP,HP Pavilion 550-310 computer,desktop-computer,"A full-size desktop computer tested with Windows 10 Home, an AMD A10-8750 3.6GHz processor, 16GB of memory, a 1TB hard drive, AMD Radeon R7 graphics, a DVD burner, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-pavilion-550-310-387267/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
HP,HP Pavilion 570-P014 computer,desktop-computer,"A full-size desktop computer tested with Windows 10 Home, an AMD A10-9700 3.5GHz processor, 8GB of memory, a 1TB hard drive, AMD Radeon R7 graphics, a DVD burner, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-pavilion-570-p014-389329/user-reviews#user-reviews,
HP,HP Pavilion 570-p017c computer,desktop-computer,"A full-size desktop computer tested with Windows 10 Home, an Intel Core i5-7400 3GHz processor, 16GB of memory, a 1TB hard drive, AMD Radeon R7 450 graphics, a DVD burner, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-pavilion-570-p017c-388967/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
HP,HP Pavilion 570-p027c computer,desktop-computer,"A full-size desktop computer tested with Windows 10 Home, an Intel Core i5-7400 3GHz processor, 12GB of memory, a 128GB hard drive, Intel HD Graphics 630 graphics, a DVD burner, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-pavilion-570-p027c-388971/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
HP,HP Slimline 270-a016 computer,desktop-computer,"A compact desktop computer tested with Windows 10 Home, an AMD A9-9430 3.2GHz processor, 8GB of memory, a 1TB hard drive, AMD Radeon R5 graphics, a DVD burner, and NA-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/hp-slimline-270-a016-389330/user-reviews#user-reviews,
Intel,Intel Compute Stick computer,desktop-computer,"A compact desktop computer tested with Windows 8.1 with Bing, an Intel Atom Z3735F 1.33GHz processor, 2GB of memory, a 32GB hard drive, Intel HD Graphics graphics, and no speakers.",False,http://www.consumerreports.org/products/desktop-computer/intel-compute-stick-376366/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Lenovo,Lenovo 510-22ISH computer,desktop-computer,"An all-in-one desktop computer with a 21.5-inch touchscreen tested with Windows 10 Home, an Intel Pentium G4560T 2.9GHz processor, 8GB of memory, a 1TB hard drive, Intel HD Graphics 610 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/lenovo-ideacentre-700-22ish-f0bf-389572/user-reviews#user-reviews,
Lenovo,Lenovo 520S-23IKU F0CU computer,desktop-computer,"An all-in-one desktop computer with a 23-inch touchscreen tested with Windows 10 Home, an Intel Core i7-7500U 2.7GHz processor, 8GB of memory, a 1TB hard drive, Intel HD Graphics 620 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/lenovo-520s-23iku-f0cu-389573/user-reviews#user-reviews,
Lenovo,"Lenovo AIO 300 22"" F0BX00AHUS computer",desktop-computer,"An all-in-one desktop computer with a 21.5-inch screen tested with Windows 10 Home, an Intel Pentium 4405U 2.1GHz processor, 4GB of memory, a 500GB hard drive, Intel HD Graphics 510 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/lenovo-aio-300-22-386662/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Lenovo,"Lenovo Ideacentre AIO 300-23"" F0BY0041US computer",desktop-computer,"An all-in-one desktop computer with a 23-inch touchscreen tested with Windows 10 Home, an Intel Core i3-6100U 2.3GHz processor, 8GB of memory, a 1TB hard drive, Intel HD Graphics 520 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/lenovo-ideacentre-aio-300-23-386659/user-reviews#user-reviews,writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/n
Lenovo,"Lenovo Ideacentre AIO 700 24"" F0BE006SUS computer",desktop-computer,"An all-in-one desktop computer with a 23.8-inch touchscreen tested with Windows 10 Home, an Intel Core i5-6400 2.7GHz processor, 8GB of memory, a 1TB hybrid drive, Nvidia GeForce GTX 950A/Intel HD Graphics 530 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/lenovo-ideacenter-aio-700-24-386657/user-reviews#user-reviews,
Lenovo,Lenovo Ideacentre AIO 700-27 F0BD002KUS computer,desktop-computer,"An all-in-one desktop computer with a 27-inch touchscreen tested with Windows 10 Home, an Intel Core i5-6400 2.7GHz processor, 8GB of memory, a 1TB hybrid drive, Nvidia GeForce GTX 950A/Intel HD Graphics 530 graphics, a DVD burner, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/lenovo-ideacentre-aio-700-27-386660/user-reviews#user-reviews,
Lenovo,Lenovo Yoga Home 900 computer,desktop-computer,"An all-in-one desktop computer with a 27-inch touchscreen tested with Windows 10 Home, an Intel Core i5-5200U 2.2GHz processor, 8GB of memory, a 256GB solid state drive, Nvidia GeForce 940A/Intel HD Graphics 5500 graphics, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/lenovo-yoga-home-900-386658/user-reviews#user-reviews,
Samsung,Samsung All-In-One DP710A4M-L01US computer,desktop-computer,"An all-in-one desktop computer with a 24-inch touchscreen tested with Windows 10 Home, an Intel Core i5-7400T 2.4GHz processor, 12GB of memory, a 1TB hard drive, Intel HD Graphics 630 graphics, and 2-piece speakers.",False,http://www.consumerreports.org/products/desktop-computer/samsung-all-in-one-dp710a4m-l01us-389570/user-reviews#user-reviews,
